,Unique_Game_ID,Year,Round,game_id,Home_Team,Home_Score,Away_Team,Away_Score,player_name,Team,Kicks,Handballs,Disposals,Contested_Possessions,Uncontested_Possessions,Disposal_Efficiency,Clangers,Marks,Contested_Marks,Marks_Inside_50,Hit_Outs,Clearances,Centre_clearances,Stoppages,Rebound_50,Frees_For,Frees_Against,Tackles,One_Percenters,Bounces,Inside_50s,Goals,Behinds,Goal_Assists,Goal_Percentage,Time_On_Ground_Percentage,AFL_Fantasy_Points,Champion_Data_Rating,Tackles_50,Metres_Gained,Score_Involvements,Predicted_Votes,prediction0,prediction1,prediction2,prediction3
0,1387,2019,1,1,CARL,64,RICH,97,Marc Murphy,CARL,16,13,29,6,23,72.4,1,4,0,0,0,1,0,1,4,1,0,1,0,0,5,1,0,0,100,87,97,14.9,0,530,7,0.0,0.7654465120296402,0.11450320620809672,0.0915482729366322,0.028502008825630757
1,1387,2019,1,1,CARL,64,RICH,97,Sam Petrevski-Seton,CARL,12,6,18,4,14,61.1,2,8,0,0,0,2,1,1,2,1,0,2,1,0,4,0,0,0,0,85,81,7.1,0,282,0,0.0,0.985591516327222,0.01054617029265483,0.003412596833856123,0.00044971654626711343
2,1387,2019,1,1,CARL,64,RICH,97,Nic Newman,CARL,21,5,26,5,17,84.6,2,9,0,0,0,1,0,1,12,1,0,2,3,0,2,1,0,0,100,84,115,15.9,0,584,4,0.0,0.593149761679036,0.191516667659177,0.14695198789622507,0.0683815827655619
3,1387,2019,1,1,CARL,64,RICH,97,Liam Jones,CARL,4,4,8,7,2,87.5,2,3,1,0,0,1,0,1,3,3,1,5,7,0,0,0,0,0,0,97,49,11.5,0,20,1,0.0,0.9943695620145453,0.004693731536263271,0.0008734190744016572,6.328737478972967e-05
4,1387,2019,1,1,CARL,64,RICH,97,Andrew Phillips,CARL,5,4,9,3,7,66.7,4,3,1,0,27,3,2,1,0,1,3,8,4,0,2,0,0,0,0,79,83,9.7,2,163,2,0.0,0.965374259173458,0.02515705959275351,0.007957004755635377,0.001511676478153169
5,1387,2019,1,1,CARL,64,RICH,97,Michael Gibbons,CARL,5,6,11,3,7,72.7,2,2,0,0,0,0,0,0,0,0,1,3,2,0,1,0,1,0,0,71,43,3.9,0,168,5,0.0,0.9991872199416681,0.0007048122739232766,0.00010096785366836906,6.999930740473174e-06
6,1387,2019,1,1,CARL,64,RICH,97,Patrick Cripps,CARL,10,22,32,21,11,81.3,3,1,0,0,0,7,4,3,2,3,1,6,0,1,2,0,0,0,0,89,101,26.2,0,263,5,1.0,0.28551640271877193,0.31995534456488584,0.25475154036574016,0.13977671235060202
7,1387,2019,1,1,CARL,64,RICH,97,Jarrod Garlett,CARL,8,1,9,5,5,44.4,2,3,0,0,0,1,0,1,3,0,0,4,2,0,0,0,0,0,0,68,51,6.6,0,202,2,0.0,0.9990995901536575,0.0007676646334066094,0.00012318995607316934,9.555256862711738e-06
8,1387,2019,1,1,CARL,64,RICH,97,David Cuningham,CARL,9,13,22,10,15,68.2,7,5,0,0,0,3,2,1,0,1,2,5,0,0,5,0,0,1,0,79,83,4.7,2,328,6,0.0,0.9612437189263435,0.028488843888921683,0.008628252436185023,0.0016391847485498804
9,1387,2019,1,1,CARL,64,RICH,97,Paddy Dow,CARL,8,13,21,9,12,66.7,4,3,0,1,0,1,1,0,1,1,1,2,1,0,3,0,1,0,0,76,66,5.4,0,195,5,0.0,0.9869376846733597,0.010087341930991709,0.002559011459212078,0.0004159619364365237
10,1387,2019,1,1,CARL,64,RICH,97,Dale Thomas,CARL,15,12,27,6,17,85.2,4,3,0,0,0,0,0,0,5,1,1,2,4,0,3,1,0,1,100,78,90,14.0,0,434,8,0.0,0.795638041445639,0.11540717812539981,0.06568321001716242,0.023271570411798757
11,1387,2019,1,1,CARL,64,RICH,97,Alex Fasolo,CARL,4,1,5,1,3,80.0,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,50,72,28,0.9,1,74,2,0.0,0.9997437755499485,0.0002274488521594479,2.755459576365794e-05,1.2210021283046692e-06
12,1387,2019,1,1,CARL,64,RICH,97,Lachie Plowman,CARL,11,2,13,4,8,100.0,1,6,0,0,0,1,0,1,2,3,1,3,11,0,0,0,0,0,0,91,67,11.3,0,169,2,0.0,0.9781441092120466,0.016818272151556173,0.004439678127056469,0.0005979405093407193
13,1387,2019,1,1,CARL,64,RICH,97,Sam Walsh,CARL,16,8,24,8,16,54.2,6,6,0,0,0,4,0,4,1,0,0,1,0,1,5,0,1,1,0,82,87,1.6,1,430,5,0.0,0.9456200947026396,0.03778649920231209,0.01322117596352444,0.0033722301315240043
14,1387,2019,1,1,CARL,64,RICH,97,Zac Fisher,CARL,14,8,22,12,13,68.2,5,2,0,0,0,8,3,5,0,1,4,6,3,0,3,1,1,1,50,80,84,16.1,0,391,6,0.0,0.7040624812108186,0.15785318224973136,0.09929222638389681,0.038792110155553255
15,1387,2019,1,1,CARL,64,RICH,97,Ed Curnow,CARL,13,12,25,7,18,72.0,4,12,0,2,0,2,0,2,1,1,0,3,1,0,3,0,1,1,0,82,113,3.9,2,303,8,0.0,0.9169536322185735,0.056174116018289526,0.02064774321959868,0.006224508543538371
16,1387,2019,1,1,CARL,64,RICH,97,Jacob Weitering,CARL,13,4,17,8,7,88.2,3,7,3,0,0,0,0,0,3,0,2,2,6,0,1,0,0,0,0,98,70,14.3,0,302,2,0.0,0.9217462225579085,0.05501565788973009,0.019642009321227543,0.003596110231133739
17,1387,2019,1,1,CARL,64,RICH,97,Kade Simpson,CARL,15,12,27,5,19,77.8,1,6,0,0,0,2,1,1,5,1,0,1,1,0,1,0,0,0,0,84,92,8.9,0,462,2,0.0,0.8441902406287713,0.08906985742813565,0.04972146831697946,0.01701843362611373
18,1387,2019,1,1,CARL,64,RICH,97,Mitch McGovern,CARL,8,3,11,5,8,63.6,3,5,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,50,75,53,3.9,0,230,5,0.0,0.9988426676695275,0.0009697990432879637,0.0001765995773895017,1.0933709795086702e-05
19,1387,2019,1,1,CARL,64,RICH,97,Will Setterfield,CARL,14,10,24,8,16,50.0,3,2,0,1,0,3,1,2,1,1,1,1,3,0,3,0,1,2,0,66,71,4.1,0,332,4,0.0,0.9453851568600923,0.036239534326144,0.013683918437801632,0.004691390375962034
20,1387,2019,1,1,CARL,64,RICH,97,Harry McKay,CARL,7,4,11,9,4,81.8,2,6,4,3,3,1,1,0,0,1,1,4,4,0,0,2,1,0,67,83,77,12.9,1,147,7,0.0,0.8898464243832606,0.07925304701804714,0.025486576074131437,0.005413952524560828
21,1387,2019,1,1,CARL,64,RICH,97,Charlie Curnow,CARL,10,2,12,6,5,50.0,4,1,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,50,94,41,6.7,0,194,4,0.0,0.9981330077114232,0.0014889562197550406,0.0003549865555495823,2.304951327218215e-05
22,1387,2019,1,1,CARL,64,RICH,97,Noah Balta,RICH,5,0,5,2,4,80.0,5,2,0,0,6,1,1,0,0,1,3,1,2,0,3,1,0,0,50,52,29,5.1,0,223,2,0.0,0.9985719920751422,0.0012204469961288745,0.00019200945772777526,1.555147100099294e-05
23,1387,2019,1,1,CARL,64,RICH,97,Trent Cotchin,RICH,20,11,31,14,14,51.6,5,6,1,1,0,6,1,5,0,2,4,4,2,1,6,0,1,0,0,80,107,12.5,0,548,8,3.0,0.0740806817283703,0.2801724292166805,0.32053784605354,0.32520904300140907
24,1387,2019,1,1,CARL,64,RICH,97,David Astbury,RICH,5,4,9,4,4,77.8,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,92,26,7.5,0,175,4,0.0,0.9985865769424206,0.0011751617429465579,0.0002245178194436982,1.3743495189093261e-05
25,1387,2019,1,1,CARL,64,RICH,97,Nathan Broad,RICH,4,4,8,3,5,75.0,2,1,0,0,0,0,0,0,2,1,0,2,6,2,0,0,0,0,0,80,32,6.1,0,187,0,0.0,0.9973448230503399,0.0022565076292101736,0.00037046731699814147,2.82020034519067e-05
26,1387,2019,1,1,CARL,64,RICH,97,Dustin Martin,RICH,18,12,30,15,17,63.3,7,4,1,1,0,5,2,3,1,0,3,0,2,2,7,0,0,1,0,79,81,16.8,0,628,11,1.0,0.24937050624798704,0.3305900507163782,0.23976764068083414,0.1802718023548005
27,1387,2019,1,1,CARL,64,RICH,97,Dylan Grimes,RICH,5,4,9,5,3,66.7,2,1,1,0,0,1,0,1,2,1,1,4,7,0,1,0,0,0,0,80,40,8.0,0,169,0,0.0,0.9913009975995571,0.006935703469756205,0.00159548839816501,0.00016781053252164381
28,1387,2019,1,1,CARL,64,RICH,97,Nick Vlastuin,RICH,10,4,14,3,7,100.0,1,5,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,89,53,11.0,0,254,3,0.0,0.9896469535972868,0.008086780610268487,0.0020080888292002925,0.0002581769632442859
29,1387,2019,1,1,CARL,64,RICH,97,Kamdyn McIntosh,RICH,9,4,13,8,7,84.6,1,3,2,0,0,0,0,0,2,1,0,4,3,0,1,1,0,0,100,79,67,14.0,0,298,2,0.0,0.9726924215915357,0.019728555006682483,0.006711317990837481,0.0008677054109443922
30,1387,2019,1,1,CARL,64,RICH,97,Maverick Weller,RICH,9,6,15,4,11,93.3,1,2,0,0,0,1,0,1,2,0,0,2,2,0,3,1,1,0,50,85,60,12.0,0,313,4,0.0,0.9775504239250058,0.016540735260069266,0.005164761789338254,0.0007440790255867591
31,1387,2019,1,1,CARL,64,RICH,97,Jack Graham,RICH,16,7,23,9,15,69.6,6,7,0,1,0,4,2,2,0,1,1,6,2,0,5,0,1,0,0,81,106,8.7,1,475,5,0.0,0.7585318217352252,0.1560931609569837,0.06237184304696927,0.02300317426082192
