,Unique_Game_ID,Year,Round,game_id,Home_Team,Home_Score,Away_Team,Away_Score,player_name,Team,Kicks,Handballs,Disposals,Contested_Possessions,Uncontested_Possessions,Disposal_Efficiency,Clangers,Marks,Contested_Marks,Marks_Inside_50,Hit_Outs,Clearances,Centre_clearances,Stoppages,Rebound_50,Frees_For,Frees_Against,Tackles,One_Percenters,Bounces,Inside_50s,Goals,Behinds,Goal_Assists,Goal_Percentage,Time_On_Ground_Percentage,AFL_Fantasy_Points,Champion_Data_Rating,Tackles_50,Metres_Gained,Score_Involvements,Predicted_Votes,prediction0,prediction1,prediction2,prediction3
37,1387,2019,1,1,CARL,64,RICH,97,Daniel Rioli,RICH,10,7,17,6,10,76.5,0,4,0,0,0,2,1,1,0,1,0,2,2,0,4,0,2,2,0,88,67,10.3,1,317,9,0.0,0.9998871495152081,9.143353314397857e-05,1.98249571829168e-05,1.5919944629116154e-06
38,1387,2019,1,1,CARL,64,RICH,97,Bachar Houli,RICH,16,8,24,4,14,91.7,2,7,0,0,0,1,0,1,8,1,0,4,2,0,3,0,0,1,0,83,102,15.9,0,486,5,0.0,0.977283309980891,0.018827843408289236,0.0034080035998559975,0.00048084301096504474
39,1387,2019,1,1,CARL,64,RICH,97,Dan Butler,RICH,8,5,13,6,8,53.8,4,1,0,1,0,0,0,0,0,1,3,7,1,0,6,1,0,0,50,82,63,9.7,4,300,4,0.0,0.9999915619042624,6.565076371407969e-06,1.7874120939750787e-06,8.560727005686233e-08
40,1387,2019,1,1,CARL,64,RICH,97,Alex Rance,RICH,3,3,6,4,2,83.3,5,2,0,0,0,0,0,0,2,1,2,2,7,0,0,0,0,0,0,68,24,4.6,0,45,0,0.0,0.9999999999987139,1.2580903563308336e-12,2.977705890410502e-14,2.090376716955083e-16
41,1387,2019,1,1,CARL,64,RICH,97,Jayden Short,RICH,18,2,20,3,10,70.0,5,5,1,0,0,1,0,1,9,0,1,3,3,0,2,0,1,0,0,89,83,1.9,0,694,4,0.0,0.9957175484157195,0.003975986958443023,0.0002653765276921992,4.108809814716522e-05
42,1387,2019,1,1,CARL,64,RICH,97,Toby Nankervis,RICH,13,4,17,12,7,41.2,3,2,0,0,34,3,0,3,0,2,0,2,0,0,2,3,0,0,100,83,115,14.4,0,321,8,1.0,0.2127330210530914,0.47762049525753336,0.24122415549655893,0.0684223281928176
43,1387,2019,1,1,CARL,64,RICH,97,Jack Higgins,RICH,9,8,17,6,11,64.7,2,6,0,3,0,0,0,0,1,0,0,1,2,0,4,3,0,2,100,82,83,17.7,0,252,9,0.0,0.7145808843663468,0.17201386196780946,0.10054035023308994,0.012864903432750761
44,1388,2019,1,2,COLL,65,GEEL,72,Brayden Maynard,COLL,8,8,16,5,11,87.5,2,3,0,0,0,0,0,0,4,0,2,0,1,1,1,0,0,0,0,87,43,6.7,0,189,0,0.0,0.9999999847818019,1.4168350729091094e-08,1.0250157459369082e-09,2.4831801771404983e-11
45,1388,2019,1,2,COLL,65,GEEL,72,Dayne Beams,COLL,14,9,23,10,13,69.6,4,4,1,0,0,5,1,4,1,0,0,3,1,0,5,1,0,1,100,79,90,13.2,0,377,7,0.0,0.7246565908363435,0.15707527233147978,0.10629030292586224,0.011977833906315337
46,1388,2019,1,2,COLL,65,GEEL,72,Tom Phillips,COLL,16,8,24,7,20,62.5,3,7,0,1,0,0,0,0,4,1,1,1,1,0,2,0,1,0,0,90,88,5.6,0,556,5,0.0,0.999141884485398,0.0006711128283601172,0.00017445319038581064,1.254949585458857e-05
47,1388,2019,1,2,COLL,65,GEEL,72,Adam Treloar,COLL,14,20,34,12,21,61.8,10,5,0,0,0,4,1,3,1,1,1,6,0,2,6,1,0,0,50,77,125,11.6,2,397,6,1.0,0.00016787084938681406,0.7672822871554036,0.10167688987116096,0.13087295212404867
48,1388,2019,1,2,COLL,65,GEEL,72,Jordan Roughead,COLL,6,4,10,5,6,70.0,3,5,0,0,0,1,0,1,2,0,1,3,9,0,0,0,0,0,0,92,50,10.4,0,164,0,0.0,0.9999999988971595,1.0742738669400076e-09,2.8489086320323704e-11,8.071438389394887e-14
49,1388,2019,1,2,COLL,65,GEEL,72,Jordan De Goey,COLL,7,3,10,3,8,50.0,1,3,0,2,0,2,1,1,0,0,0,1,1,0,1,2,2,0,40,79,54,4.4,0,161,5,0.0,0.9999997288750192,2.4282144907729754e-07,2.7390443738053054e-08,9.130913420447402e-10
50,1388,2019,1,2,COLL,65,GEEL,72,Callum L. Brown,COLL,4,5,9,5,4,77.8,1,1,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,100,64,40,10.4,1,118,3,0.0,0.9999999999728786,2.5532355621922242e-11,1.564338460839893e-12,2.213343047050237e-14
51,1388,2019,1,2,COLL,65,GEEL,72,Jeremy Howe,COLL,13,2,15,5,5,80.0,2,5,0,0,0,0,0,0,8,2,0,3,5,0,1,0,0,0,0,84,72,9.1,0,340,0,0.0,0.9999889365039555,1.057868164356164e-05,4.677781891006792e-07,1.7036211473696613e-08
52,1388,2019,1,2,COLL,65,GEEL,72,Mason Cox,COLL,8,3,11,5,6,63.6,4,3,1,0,7,1,0,1,2,4,2,1,1,0,0,1,1,0,33,85,55,2.7,1,163,4,0.0,0.9999974489916634,2.220619822301838e-06,3.1729044170009223e-07,1.309807438048457e-08
53,1388,2019,1,2,COLL,65,GEEL,72,Tom Langdon,COLL,8,6,14,6,7,78.6,1,5,1,0,0,0,0,0,1,2,0,3,6,0,2,0,0,0,0,77,65,9.1,0,151,0,0.0,0.9999999081731417,8.580026688822606e-08,5.953116458573212e-09,7.34752711728333e-11
54,1388,2019,1,2,COLL,65,GEEL,72,Jaidyn Stephenson,COLL,12,4,16,6,9,56.3,5,7,0,1,0,1,0,1,3,0,1,2,0,0,1,0,1,0,0,82,71,2.5,2,204,3,0.0,0.9999962540480029,3.3361404970454954e-06,3.9543169487233704e-07,1.4379804547453721e-08
55,1388,2019,1,2,COLL,65,GEEL,72,Scott Pendlebury,COLL,11,13,24,9,17,83.3,0,7,0,1,0,6,3,3,2,1,0,2,4,0,4,0,1,0,0,82,90,13.0,0,345,5,0.0,0.6391071822542564,0.26205382268330485,0.0910739129619561,0.007765082100485991
56,1388,2019,1,2,COLL,65,GEEL,72,Steele Sidebottom,COLL,12,14,26,9,17,73.1,5,6,0,0,0,3,0,3,2,0,2,2,0,0,3,0,0,0,0,85,84,7.2,0,337,3,0.0,0.9937738933012565,0.004678649300403911,0.0014413285417131892,0.0001061288566258231
57,1388,2019,1,2,COLL,65,GEEL,72,Jack Crisp,COLL,14,12,26,9,17,65.4,5,3,0,0,0,1,1,0,4,2,1,1,2,1,3,0,0,0,0,85,78,7.8,0,356,5,0.0,0.9988251253980613,0.0009716809913120379,0.00018665582068519502,1.6537789941742015e-05
58,1388,2019,1,2,COLL,65,GEEL,72,James Aish,COLL,15,4,19,4,14,68.4,3,5,0,0,0,0,0,0,4,1,0,4,2,0,2,0,0,0,0,83,85,8.4,0,350,3,0.0,0.9999559449284458,3.594608076295322e-05,7.699920112654627e-06,4.090706798704369e-07
59,1388,2019,1,2,COLL,65,GEEL,72,Brodie Grundy,COLL,10,8,18,14,3,55.6,6,2,0,0,34,7,4,3,2,3,5,2,1,0,1,0,2,0,0,86,84,5.2,0,79,6,1.0,0.0011802394238917553,0.5834677363137152,0.3240259744562392,0.09132604980616042
60,1388,2019,1,2,COLL,65,GEEL,72,Jamie Elliott,COLL,7,1,8,2,6,100.0,1,6,1,1,0,1,0,1,0,0,0,5,1,0,2,3,0,1,100,74,79,13.1,5,185,6,0.0,0.9999906012187566,7.843388610386456e-06,1.516097225077511e-06,3.929541070402661e-08
61,1388,2019,1,2,COLL,65,GEEL,72,Brody Mihocek,COLL,9,5,14,5,8,78.6,4,5,1,0,0,0,0,0,0,1,1,0,2,0,3,0,0,1,0,84,50,7.9,0,338,4,0.0,0.9999998701358819,1.1882869660076454e-07,1.0707251589438141e-08,3.2816693928088286e-10
62,1388,2019,1,2,COLL,65,GEEL,72,Travis Varcoe,COLL,2,7,9,2,7,100.0,4,4,0,1,0,0,0,0,0,0,3,4,1,0,2,0,0,1,0,70,39,1.8,4,37,1,0.0,0.9999999999534879,4.3334460966083285e-11,3.1412074626531115e-12,3.320671824621755e-14
63,1388,2019,1,2,COLL,65,GEEL,72,Josh Thomas,COLL,6,10,16,4,12,68.8,2,2,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,1,0,74,45,5.1,1,120,5,0.0,0.9999999905110215,8.696306620100003e-09,7.752138745382452e-10,1.7460422548466527e-11
64,1388,2019,1,2,COLL,65,GEEL,72,Darcy Moore,COLL,13,3,16,4,5,81.3,5,4,2,0,0,0,0,0,7,1,2,0,12,0,2,0,0,0,0,92,52,10.1,0,378,0,0.0,0.9999996733464053,3.2538849472391e-07,1.263848955090896e-09,1.2549342735816547e-12
65,1388,2019,1,2,COLL,65,GEEL,72,Chris Mayne,COLL,14,8,22,6,15,72.7,2,6,0,0,0,2,0,2,1,2,0,2,1,1,4,0,0,0,0,90,86,9.8,0,330,3,0.0,0.9991292096923877,0.0006553583975731239,0.00020317467074614637,1.2257239289380917e-05
66,1388,2019,1,2,COLL,65,GEEL,72,Tom Atkins,GEEL,5,4,9,4,5,77.8,4,2,0,0,0,0,0,0,0,1,2,5,1,0,3,0,0,2,0,81,44,5.1,5,125,4,0.0,0.9999999741263185,2.251308430182228e-08,3.23293869029138e-09,1.2765662192952334e-10
67,1388,2019,1,2,COLL,65,GEEL,72,Jake Kolodjashnij,GEEL,5,4,9,5,4,88.9,1,1,0,0,0,0,0,0,2,1,0,3,3,0,2,0,0,0,0,82,39,5.7,0,175,2,0.0,0.9999999997234781,2.579579236995533e-10,1.820395203134297e-11,3.6198546075149686e-13
68,1388,2019,1,2,COLL,65,GEEL,72,Patrick Dangerfield,GEEL,16,11,27,10,17,59.3,6,5,1,4,0,5,0,5,1,1,1,3,4,0,6,1,2,0,20,87,103,8.7,1,509,8,1.0,2.742534364879087e-05,0.48937424388131956,0.3149951679080875,0.19560316286694712
